#{"t_start": 1629135992.2002354, "env_id": "LunarLander-v2"}
r,l,t
-141.062651,67,2.951883
-67.782128,87,3.188786
-197.924394,67,3.37124
-279.513276,105,3.661152
-123.633501,99,3.931677
-334.260422,124,4.273534
-96.12964,68,4.459437
-115.800032,128,4.812402
-122.168452,64,4.987195
-136.090989,102,5.266581
-101.234691,128,5.618603
-116.577897,109,5.920211
-80.139599,70,6.116701
-100.782603,60,6.28406
-111.614655,75,6.492553
-130.79032,79,6.712893
-103.296811,76,6.926437
-296.90333,86,7.171357
66.593887,92,7.428109
-119.317955,89,7.673952
-303.838081,100,7.950073
-47.480419,60,8.11623
-328.251215,93,8.37585
-115.874228,67,8.562138
-124.013335,98,8.846128
-162.400896,114,9.170049
-287.866378,94,9.432192
-29.70943,133,9.779341
-252.836647,95,10.018476
-287.972794,93,10.275447
-82.009008,71,10.488607
-262.687141,126,10.838036
-78.557795,63,11.011309
-274.144437,107,11.307848
-125.051999,94,11.56549
-92.124445,56,11.745156
-82.853717,76,11.968343
-181.188024,102,12.25906
-179.80773,102,12.555042
-154.844479,128,12.926348
-333.16698,112,13.245727
-208.017131,120,13.583797
-127.792325,86,13.824024
-271.997399,102,14.111761
-312.392888,87,14.354761
-261.328635,113,14.678552
-256.664426,119,15.0456
-365.040159,92,15.313134
-248.489123,104,15.605455
-119.092731,90,15.85825
-131.348908,90,16.109336
-89.509867,63,16.285235
-135.943539,68,16.495117
-122.186595,90,16.745294
-110.902424,91,17.023346
-95.616854,113,17.33931
-102.160673,63,17.513598
-131.52896,145,17.915903
-177.782549,90,18.161929
-163.841573,71,18.357378
-178.494138,74,18.561154
-73.17638,62,18.755574
-106.686439,110,19.067803
-85.800789,64,19.244591
-85.664052,57,19.402656
-123.832024,60,19.57012
-307.309531,105,19.871027
-115.839116,67,20.05717
-118.449117,101,20.356067
-254.32054,117,20.699205
-135.781423,86,20.936652
-283.584895,88,21.179903
-125.638122,64,21.355524
-91.615657,62,21.52724
-108.867398,69,21.718544
-69.418565,60,21.88361
-122.377953,86,22.122853
-86.816323,71,22.323575
-104.034209,98,22.602793
-76.01358,66,22.790077
-121.637937,67,22.978081
-84.2505,61,23.151585
-186.197601,86,23.432713
-177.575971,75,23.644514
-345.773867,85,23.912202
-197.098837,111,24.227937
-161.023907,62,24.405389
-68.044963,65,24.590253
-130.902007,104,24.904362
-138.88501,101,25.202599
-351.218908,76,25.419542
-334.300381,129,25.802185
-229.606839,103,26.093107
-375.870069,95,26.359656
-337.08505,88,26.605129
-117.555136,102,26.906082
-233.41435,146,27.32041
-115.308426,73,27.52478
-132.40928,84,27.761337
37.836105,128,28.118938
-134.777743,81,28.348891
-240.952869,129,28.740196
-237.530196,78,28.954143
-421.038689,100,29.237638
-157.213328,87,29.47976
-86.308664,56,29.635027
-111.930601,115,29.953423
