#{"t_start": 1629132220.5145574, "env_id": "LunarLander-v2"}
r,l,t
-141.062651,67,5.104309
-67.782128,87,5.33579
-197.924394,67,5.530393
-279.513276,105,5.831564
-123.633501,99,6.163767
-409.795044,128,6.529206
-272.183106,80,6.790884
-119.961644,94,7.065818
-129.624494,91,7.364498
-107.226842,88,7.615807
-331.513138,127,8.009869
-164.002637,94,8.275792
-137.66714,111,8.604968
-214.091797,87,8.91839
-115.781598,85,9.169259
-404.050737,88,9.412841
-237.378116,124,9.80016
-23.682626,130,10.168311
0.129967,84,10.409823
-141.377198,85,10.649594
-96.411482,69,10.844403
-80.870843,60,11.013079
-68.559948,120,11.350704
-157.369539,77,11.567813
-235.552712,76,11.781184
-59.056629,67,11.969851
-192.637829,131,12.342283
-98.098932,62,12.516489
-289.74182,98,12.79181
-123.578499,75,13.003015
-130.65515,91,13.312938
-300.794884,108,13.608596
-164.387148,73,13.79267
-377.545417,134,14.179688
-220.583912,109,14.49221
-153.164085,74,14.702307
-85.014107,61,14.874605
-139.839423,92,15.13714
-78.475726,72,15.343245
-104.349796,78,15.565536
-135.869713,80,15.79343
-439.205426,110,16.131569
-140.323974,63,16.310297
-224.413064,121,16.671278
-401.038613,81,16.85706
-358.676134,93,17.071045
-132.040061,85,17.266916
-254.228726,67,17.437766
-201.609601,77,17.653239
-108.785897,82,17.891364
-187.683404,58,18.061289
-74.378122,79,18.303642
-91.86386,80,18.521274
-89.127041,60,18.688223
-101.679683,110,18.998197
-225.52018,110,19.307749
-359.734298,111,19.619482
-95.263428,62,19.76708
-132.948543,63,19.935557
-390.270478,108,20.19562
-416.584019,94,20.454654
-99.326678,69,20.656285
-457.06392,128,21.018132
-80.11929,65,21.200729
-93.253582,69,21.394108
-94.151426,70,21.621299
-526.156113,109,21.934367
-200.294955,86,22.18298
-370.44602,91,22.44276
-92.792171,63,22.592849
-108.708034,68,22.755746
-133.420501,72,22.927904
-105.176849,81,23.143572
-129.814774,68,23.370119
-294.410006,97,23.683764
-194.50072,73,23.911039
-290.80935,82,24.199598
-153.331595,102,24.506032
-496.862106,88,24.793332
-143.790253,95,25.082218
-130.410309,65,25.265589
-301.749594,82,25.50873
-126.830547,62,25.738386
-341.093543,100,26.058846
-409.860793,83,26.305209
-123.727937,92,26.644358
-13.287301,111,27.062558
-113.170541,59,27.231119
-209.210539,80,27.511962
-340.625912,64,27.717757
-431.832055,106,28.03873
-62.98175,61,28.222918
-199.339145,104,28.502894
-326.021603,103,28.79761
-238.989453,73,29.011663
-240.768761,88,29.26438
-307.157283,69,29.478583
-121.403784,74,29.718652
-319.480289,87,29.983669
-221.009204,91,30.250664
-156.655317,82,30.491889
-114.402516,67,30.673327
-331.412676,72,30.88041
-271.10215,106,31.17979
-389.090978,89,31.444046
55.133786,73,31.654381
-136.232881,96,31.92548
-122.316763,72,32.129972
-533.322742,107,32.438682
-395.291174,79,32.660701
-370.822546,107,32.971503
-301.694946,72,33.176944
-489.570206,102,33.488993
-323.940803,72,33.694468
-218.760412,64,33.874642
-472.962664,56,34.092228
-516.756862,56,34.114426
-486.054202,57,34.136988
-500.502211,54,34.158263
-464.240952,77,34.190126
-418.767594,117,34.571025
-312.591224,80,34.805296
-259.584079,86,35.089898
-326.24699,63,35.266834
-348.548046,83,35.525684
-260.869458,102,35.83175
-370.577197,107,36.160259
-286.379618,81,36.391148
-510.528307,108,36.707447
-118.771073,62,36.925606
-332.657393,68,37.124829
-168.469565,90,37.4129
-443.667315,79,37.645404
-205.33422,78,37.860489
-199.206813,60,38.032809
-479.202956,95,38.336047
-217.254987,93,38.605305
-282.07884,60,38.778961
-527.846541,78,39.013774
-294.48072,90,39.272074
-552.465175,81,39.499264
-129.815802,67,39.670353
-113.05105,68,39.838171
-91.819403,62,39.988761
-322.954903,107,40.253433
-374.672295,71,40.428201
-309.469592,84,40.635116
-450.863647,75,40.840286
-342.500603,80,41.069503
-333.865116,124,41.430156
-264.653602,99,41.715242
-556.216467,97,41.997121
-325.596084,100,42.286341
-216.108095,61,42.463681
-517.280639,99,42.750118
-573.668437,86,42.999116
-270.709915,99,43.284519
-340.046141,94,43.596469
-510.278216,88,43.804148
-97.437109,77,43.986079
-216.949728,72,44.157896
-254.341106,75,44.337195
-288.942971,104,44.60013
-337.748051,83,44.877583
-123.916758,68,45.090955
-134.491166,54,45.24853
-109.992357,64,45.428379
-448.837617,98,45.730705
-358.902953,108,46.028826
-155.617585,90,46.279856
-17.996,88,46.512332
-543.698959,126,46.872325
-180.079039,71,47.056375
-110.036857,63,47.210372
-171.350215,61,47.360581
-336.625238,71,47.545022
-228.612358,105,47.844072
-620.323475,106,48.10879
-124.277882,64,48.288502
-352.76182,65,48.468977
-254.072842,61,48.617577
-405.683604,93,48.844348
-295.280173,73,49.023361
-187.875236,78,49.213574
-331.6322,69,49.380695
-354.999542,104,49.640769
-177.25287,57,49.78652
-473.959168,111,50.059796
-285.952855,58,50.201488
-253.807588,63,50.359207
-17.202475,75,50.573917
-407.218864,83,50.812968
-472.456663,103,51.108253
-229.654939,65,51.294169
-229.559006,70,51.497356
-247.32084,68,51.692863
-365.022312,80,51.90882
-419.467578,76,52.125118
-554.464854,90,52.381193
-352.701246,82,52.616758
-218.766945,73,52.82777
-423.963524,84,53.071341
-129.982886,56,53.23148
-231.540192,55,53.395448
-249.019288,81,53.669644
-460.6465,86,53.940591
-286.212874,71,54.136987
-348.69633,81,54.36446
-297.1061,96,54.640313
-279.30936,69,54.838955
-267.373955,76,55.059909
-189.579466,64,55.246824
-369.248356,78,55.472676
-433.689371,98,55.756572
-185.091817,73,55.96756
-333.101094,63,56.149448
-231.740225,61,56.321922
-371.827333,61,56.498116
-164.354629,65,56.686768
-254.246933,62,56.8626
-453.015015,107,57.143234
-551.03115,94,57.418056
-687.938582,104,57.724835
-394.859517,76,57.946142
-182.331236,68,58.144714
-356.332895,90,58.409057
-647.46463,91,58.676734
-468.434336,88,58.935395
-364.337022,75,59.154129
-343.145902,61,59.332303
-318.899145,70,59.570486
-335.364676,83,59.830518
-278.755104,56,59.991952
-411.112027,87,60.24543
-533.168261,85,60.533952
-252.395368,65,60.731192
-379.523129,90,60.993441
-218.038002,65,61.181783
-264.779568,67,61.378052
-333.760741,75,61.596359
-305.659863,68,61.794696
-475.49526,92,62.061779
-251.181184,62,62.240982
-509.6787,80,62.475171
-547.793091,69,62.660305
-557.295059,62,62.685633
-479.11598,70,62.714725
-481.274484,61,62.739637
-484.837937,60,62.764121
-278.783547,88,63.053783
-476.0952,86,63.309823
-391.998805,88,63.568251
-350.603398,71,63.776048
-282.885303,59,63.949341
-508.844507,101,64.267887
-353.03565,86,64.516221
-466.411821,73,64.748324
-307.297169,57,64.925643
-371.337083,74,65.141488
-108.05286,69,65.344692
-457.535899,88,65.611989
-512.236591,79,65.828294
-308.649351,85,66.039677
-542.929302,91,66.267841
-305.289159,54,66.408753
-428.961762,81,66.638397
-163.792984,71,66.845107
-703.082711,92,67.113357
-369.305367,77,67.335997
-545.825796,89,67.593855
-364.174423,57,67.758466
-199.518318,63,67.942753
-472.901529,72,68.152494
-526.709424,85,68.401043
-463.81993,77,68.626021
-182.972031,70,68.830333
-388.569325,72,69.06929
-436.478285,61,69.238119
-444.223163,79,69.450339
-449.65307,95,69.728577
-131.114431,59,69.913569
-502.3645,101,70.214289
-446.910779,98,70.496141
-159.951748,71,70.701395
-194.05241,59,70.897383
-524.064689,75,71.124944
-296.831981,93,71.394604
-462.060842,61,71.565479
-508.863279,84,71.807113
-401.868877,70,72.009785
-296.750281,83,72.249934
-229.561313,56,72.412561
-370.854541,65,72.600861
-589.267485,94,72.875155
-169.807934,82,73.11338
-192.270366,53,73.285866
-612.826648,84,73.537109
-557.941138,89,73.797956
-243.309157,65,74.01159
-343.72283,61,74.244368
-193.431428,61,74.430488
-370.372262,69,74.657532
-467.119442,68,74.857143
-488.657567,81,75.097316
-506.560512,85,75.349341
-383.106387,83,75.593059
-442.678586,65,75.783951
-370.177642,82,76.025299
-311.144995,60,76.21442
-194.835974,66,76.435095
-454.97314,81,76.747765
-513.032461,87,77.002784
-372.058174,58,77.166395
-472.207399,100,77.455077
-435.150523,69,77.655781
-263.939355,72,77.865477
-344.066643,53,78.018907
-320.961392,81,78.253784
-413.997821,60,78.435733
-318.252364,57,78.609202
-475.801441,75,78.851202
-519.015239,87,79.110585
-368.580411,72,79.325719
-353.537232,60,79.505012
-349.291017,53,79.662455
-197.08365,70,79.870509
-579.552909,90,80.160437
-279.388357,69,80.366792
-298.609322,62,80.522672
-574.946353,90,80.749984
-427.528675,74,80.937475
-324.234217,58,81.084816
-272.126836,62,81.240834
-610.126966,89,81.46695
-618.825993,93,81.70675
-543.775929,82,81.913933
-257.9587,62,82.070234
-576.891292,83,82.278493
-249.807049,59,82.471383
-373.892895,77,82.701848
-448.993049,83,82.942991
-200.077269,55,83.102716
-268.475223,78,83.330963
-417.727164,62,83.513638
-364.172204,61,83.693488
-515.892567,83,83.941042
-499.229451,86,84.208861
-553.465193,79,84.443138
-319.494883,75,84.676412
-412.629523,87,84.931449
-388.497427,54,85.090532
-615.50179,90,85.354139
-277.73946,73,85.56745
-588.602101,92,85.838095
-459.173848,71,86.045319
-365.548954,95,86.325691
-253.068933,53,86.479892
-251.835351,57,86.64728
-522.846456,88,86.927341
-424.583234,61,87.122134
