#{"t_start": 1629135247.7288418, "env_id": "LunarLander-v2"}
r,l,t
-141.062651,67,6.578118
-67.782128,87,6.869886
-197.924394,67,7.162194
-279.513276,105,7.497615
-152.154639,101,7.793621
-207.12199,87,8.04207
-46.16959,65,8.259155
-317.987113,96,8.58064
-87.476801,97,8.878292
-84.970734,108,9.167116
-169.755811,70,9.400297
-117.011705,59,9.60589
-110.975634,95,9.910663
-479.956372,110,10.291269
-111.830967,70,10.547929
-83.649852,76,10.818874
-108.299003,101,11.169302
-148.902953,72,11.433883
-331.222108,86,11.769233
-269.107995,78,11.987437
-187.119275,96,12.279314
-92.386567,60,12.462305
-297.223672,101,12.760693
-231.792866,117,13.058506
-352.331351,112,13.369886
-378.498657,90,13.632669
-86.249725,104,13.925646
-70.320636,101,14.252139
-331.993787,105,14.560838
-103.087435,83,14.766831
-232.061278,82,14.997635
-174.072197,101,15.338617
-73.830419,65,15.582844
-88.728866,82,15.820262
-51.181105,121,16.194
-234.403674,116,16.575098
-116.477576,101,16.821172
-113.887604,128,17.158014
-339.353011,106,17.534773
-191.637333,71,17.776987
-109.80617,112,18.138434
-74.443202,89,18.42941
-138.715458,108,18.757025
-141.969762,112,19.092527
-300.756345,105,19.364439
-38.014672,132,19.727359
-256.9987,100,20.026563
-168.859436,77,20.270326
-119.917033,74,20.510097
-233.460965,70,20.716315
-193.327697,76,20.896131
-149.485589,84,21.127355
-199.657595,112,21.518929
-179.463685,79,21.74682
-137.021915,71,21.978381
-123.474301,118,22.382907
-301.899835,82,22.639315
-133.750994,132,23.090646
-187.174099,111,23.503364
-89.498736,72,23.744213
-118.249479,142,24.258112
-116.409805,107,24.599525
-84.738693,84,24.862891
-409.301351,105,25.180412
-70.948843,86,25.461656
-195.624188,101,25.845698
-297.843828,102,26.198455
-150.795669,84,26.490636
-133.482246,88,26.79703
-109.032019,92,27.077899
-157.395958,100,27.41786
-254.725724,88,27.689784
-234.962379,88,27.901546
-56.053427,86,28.159425
-139.95614,108,28.520427
-122.715592,135,28.981922
-79.282299,69,29.198524
36.052624,110,29.505234
-244.219502,78,29.726684
-47.915283,125,30.09487
-177.693232,83,30.335779
-318.13005,119,30.749274
-80.060037,72,31.005231
-152.965824,80,31.287437
-210.049155,74,31.535679
-578.719248,124,31.923484
-138.552594,88,32.213995
-112.191717,66,32.424731
-216.764639,86,32.678214
-158.711309,80,32.947479
-179.796533,125,33.338382
-94.489451,115,33.69509
-100.685036,99,34.015351
-73.819911,90,34.318343
-204.027379,105,34.623863
-185.344419,122,34.979769
-109.205623,78,35.199516
-213.235838,95,35.51794
-32.947236,65,35.774255
-216.527625,80,36.01143
-151.054099,147,36.505261
-146.960764,134,36.897716
-40.764908,96,37.209108
-94.437605,69,37.407432
-126.818655,149,37.886257
-998.071868,149,38.018694
-1317.537024,180,38.108403
-1651.348998,234,38.23539
-528.493176,82,38.273315
-931.643816,125,38.330678
-202.807941,101,38.633547
-58.848492,63,38.808075
-42.099858,137,39.246456
-140.949429,123,39.648807
-160.136533,86,39.882978
-88.512687,112,40.231727
-118.93989,73,40.441641
-175.477167,120,40.826189
-93.25122,122,41.249153
26.244123,76,41.543279
-178.127018,96,41.842992
-184.1011,83,42.143605
-72.47568,95,42.500319
-99.78403,140,42.99942
-161.998803,86,43.269591
-149.98528,87,43.537995
85.289367,1000,47.185653
-152.203993,109,47.559402
-244.637884,189,48.261424
-105.121017,126,48.699236
-361.647661,88,49.000868
-163.510936,100,49.277365
-91.194024,125,49.672601
-57.173361,96,50.000414
-108.094457,90,50.300807
-27.819868,65,50.462118
-35.766549,209,51.101632
-101.256195,127,51.443959
-135.932016,176,51.952124
-18.352468,135,52.417794
-85.505376,130,52.871197
-130.039887,142,53.338834
-351.303144,188,53.991699
-61.988813,146,54.436509
-86.682565,101,54.745947
-67.672694,133,55.235425
-91.268346,84,55.51543
-120.089836,109,55.829656
-46.849049,142,56.332303
-100.646122,120,56.688586
-179.090027,128,57.153317
-167.075561,82,57.424632
-147.825261,80,57.670565
-160.757109,110,58.009699
-107.036337,122,58.412949
-138.070834,135,58.858809
-37.642948,110,59.215439
-346.635149,139,59.65444
-92.37985,93,59.910022
-44.132833,138,60.391383
-104.535037,76,60.630082
-2.404396,74,60.867717
-66.519713,149,61.347906
-100.122694,84,61.625064
-100.751181,118,61.980011
-85.623012,103,62.277619
-231.731516,145,62.78972
-96.410954,124,63.152207
-129.05326,128,63.619694
-33.255114,146,64.12287
-61.377497,114,64.458158
-143.52795,86,64.708801
-109.58031,81,65.027899
-105.894042,121,65.37757
-31.302003,102,65.680846
-205.083393,109,65.956168
7.764287,209,66.52273
-66.581189,137,66.957863
-110.344551,127,67.360234
-48.059614,153,67.892186
-67.714323,215,68.582976
-38.504643,150,71.359803
-57.011832,128,71.412275
28.226104,199,71.49727
257.94978,350,71.686491
-76.303593,209,71.781883
-28.162863,115,72.134719
-88.715802,160,72.759072
-40.282055,133,73.205994
-38.698793,171,73.717474
-2.708072,98,73.964647
-39.573962,120,74.307808
-75.964839,177,74.9219
-66.229981,118,75.33935
-106.731504,126,75.700719
-80.316655,60,75.884807
-90.989345,108,76.208201
-81.221079,138,76.672307
-118.213801,101,77.02285
-51.054184,143,77.470753
-46.598159,134,77.890043
-50.116563,127,78.332436
-100.576528,153,78.801841
-96.676391,107,79.210204
-95.740587,96,79.51399
-37.565439,111,79.828184
-34.869273,134,80.199675
-31.786549,72,80.393958
-107.086624,119,80.695982
-17.379911,110,81.060927
-53.862316,155,81.510931
-56.953208,94,81.796788
-88.988126,164,82.29328
-1.843769,146,82.7323
-7.718859,149,83.18514
95.000474,1000,86.439778
-125.292362,161,86.959021
-35.285565,118,87.333164
-48.332166,171,87.906856
-93.211709,149,88.375785
-18.978879,122,88.755159
56.688466,207,89.405209
-79.625352,136,89.825864
-43.888054,97,90.172751
-59.165612,144,90.570044
-25.91423,164,91.131622
-57.653889,175,91.692706
-53.848709,101,91.996478
10.011479,100,92.310222
-17.872204,190,92.938769
-27.44421,104,93.289857
-31.329523,275,94.240929
-106.668929,263,95.061132
-16.826957,184,95.725274
-85.229295,153,96.152706
-77.697911,101,96.473404
-10.830421,212,97.05618
20.13818,187,97.641797
-16.334563,158,98.14218
-21.141135,124,98.475047
42.114249,185,99.102313
-41.819373,182,99.672116
-61.331439,156,100.180761
-47.495313,109,100.509307
-167.225863,1000,105.173204
-213.340677,1000,106.094921
-203.771032,1000,106.878193
-200.385987,1000,108.6158
-224.968413,1000,110.496528
-22.822674,156,110.963917
-39.189221,285,111.775039
