#{"t_start": 1629135672.1381643, "env_id": "LunarLander-v2"}
r,l,t
-141.062651,67,2.909666
-67.782128,87,3.172775
-197.924394,67,3.357116
-279.513276,105,3.675038
-123.633501,99,3.952579
-334.260422,124,4.276377
-96.12964,68,4.463908
-115.800032,128,4.826015
-122.168452,64,4.988635
-136.090989,102,5.25221
-101.234691,128,5.610427
-116.577897,109,5.913208
-80.139599,70,6.105617
-100.782603,60,6.268449
-111.614655,75,6.475127
-130.79032,79,6.717336
-103.296811,76,6.932426
-296.90333,86,7.176938
66.593887,92,7.448817
-119.317955,89,7.696335
-303.838081,100,8.010699
-47.480419,60,8.175517
-328.251215,93,8.432587
-115.874228,67,8.61803
-124.013335,98,8.90856
-162.400896,114,9.23138
-287.866378,94,9.484837
-29.70943,133,9.871485
-252.836647,95,10.137618
-287.972794,93,10.397301
-82.009008,71,10.594101
-262.687141,126,10.943335
-78.557795,63,11.116532
-274.144437,107,11.411474
-125.051999,94,11.673423
-92.124445,56,11.833236
-82.853717,76,12.051142
-181.188024,102,12.375841
-179.80773,102,12.632638
-154.844479,128,13.015802
-333.16698,112,13.372403
-208.017131,120,13.721836
-127.792325,86,13.969309
-271.997399,102,14.259377
-312.392888,87,14.500948
-261.328635,113,14.864569
-256.664426,119,15.20547
-365.040159,92,15.458949
-248.489123,104,15.747199
-119.092731,90,15.998565
-131.348908,90,16.264639
-89.509867,63,16.427569
-135.943539,68,16.614094
-122.186595,90,16.865722
-110.902424,91,17.151881
-95.616854,113,17.464041
-102.160673,63,17.642328
-131.52896,145,18.046377
-177.782549,90,18.299104
-163.841573,71,18.519985
-178.494138,74,18.752378
-73.17638,62,18.925112
-106.686439,110,19.219207
-85.800789,64,19.399079
-85.664052,57,19.557015
-123.832024,60,19.730898
-307.309531,105,20.014096
-115.839116,67,20.20489
-118.449117,101,20.512023
-254.32054,117,20.839174
-135.781423,86,21.074706
-283.584895,88,21.313158
-125.638122,64,21.49591
-91.615657,62,21.698155
-108.867398,69,21.914014
-69.418565,60,22.084713
-122.377953,86,22.339955
-86.816323,71,22.574553
-104.034209,98,22.855416
-76.01358,66,23.086147
-121.637937,67,23.28057
-84.2505,61,23.448819
-186.197601,86,23.690999
-177.575971,75,23.901254
-345.773867,85,24.147045
-197.098837,111,24.468825
-161.023907,62,24.647046
-68.044963,65,24.833763
-130.902007,104,25.129641
-138.88501,101,25.415961
-351.218908,76,25.628345
-334.300381,129,25.99203
-229.606839,103,26.283553
-375.870069,95,26.569882
-337.08505,88,26.819374
-117.555136,102,27.105265
-233.41435,146,27.515026
-115.308426,73,27.714635
-132.40928,84,27.948677
37.836105,128,28.315214
-134.777743,81,28.541133
-240.952869,129,28.925997
-237.530196,78,29.175993
-421.038689,100,29.452596
-157.213328,87,29.688495
-86.308664,56,29.846275
-111.930601,115,30.176101
-132.005735,87,30.418831
-111.205109,80,30.662568
-318.87239,97,30.949142
-364.281915,92,31.209083
-644.0834,87,31.341462
-700.847038,89,31.380065
-2718.1557,274,31.536333
-1569.755932,227,31.662326
-512.702048,81,31.698045
-95.771291,91,31.960883
-76.141068,67,32.150449
-86.639086,109,32.459527
-384.541432,124,32.798978
-400.427212,83,33.033881
-207.75913,92,33.297802
-654.14745,130,33.661348
-360.88025,83,33.916895
-730.96135,101,34.227804
-866.304505,136,34.676657
-1498.379552,212,35.373586
-513.32627,74,35.595111
-657.600217,100,35.897144
-2247.510968,275,36.794608
-424.347222,79,37.019179
-219.920343,77,37.296792
-655.976619,87,37.577507
-124.208048,74,37.800638
-604.306514,86,38.064202
-794.962737,110,38.418906
-527.267215,83,38.671659
-629.191055,95,38.962078
-649.156384,126,39.337103
-762.741049,126,39.730145
-528.475995,106,40.048813
-457.399438,101,40.362007
-545.759018,102,40.692063
-628.482415,88,40.968764
-493.138557,86,41.230326
-871.849756,159,41.741153
-957.688077,153,42.208553
-1801.246816,231,42.94626
-1472.89794,214,43.631366
-1638.388581,229,44.358243
-688.712169,109,44.692319
-615.778014,123,45.053109
-565.825514,76,45.305091
-429.651409,76,45.566462
-784.060662,107,45.914069
-1121.536724,191,46.501364
-328.47096,114,46.850781
-667.130526,84,47.109405
-297.767259,95,47.420935
-576.967228,118,47.828234
-657.99281,86,48.092327
-479.37011,78,48.331829
-455.047281,101,48.643361
-1009.199375,172,49.176998
-1442.161463,183,49.743914
-858.9045,117,50.124098
-898.071584,131,50.529066
-702.917561,128,50.920324
-1915.767883,233,51.666533
-1104.267394,140,52.116851
-1429.767875,221,52.818718
-941.828728,150,53.345402
-581.27093,81,53.667413
-798.676586,128,54.064304
-925.93419,148,54.52224
-528.432034,78,54.754129
-721.471326,107,55.071213
-1531.434964,195,55.669324
-496.07492,100,55.971449
-998.043836,165,56.489229
-572.035432,75,56.714849
-785.025824,138,57.13264
-1351.283779,210,57.778454
-1215.970126,157,58.259969
-435.51462,78,58.498502
-818.378702,139,58.948845
-723.975704,101,59.256321
-709.232343,102,59.56991
-721.326762,109,59.930541
-679.766775,108,60.271525
-1050.112246,163,60.780198
-687.024047,101,61.172442
-645.533623,95,61.508029
-1664.85256,200,62.191274
-832.890077,125,62.633175
-788.599388,128,63.028191
-635.339932,79,63.20264
-629.04472,137,63.265064
-576.238246,80,63.298726
-530.087218,104,63.343778
-487.679633,80,63.37766
-2202.636657,235,64.124881
-767.455082,160,64.615015
-764.630293,158,65.118514
-954.918733,133,65.524285
-929.394031,147,65.971545
-490.41267,94,66.273455
-1019.778914,136,66.705712
-452.916905,101,67.013445
-536.280293,113,67.373157
-2973.221977,317,68.401134
-495.514906,76,68.646352
-1064.963362,170,69.203041
