#{"t_start": 1629128966.8561604, "env_id": "LunarLander-v2"}
r,l,t
-141.062651,67,3.041257
-67.782128,87,3.28842
-197.924394,67,3.497743
-279.513276,105,3.852071
-123.633501,99,4.124892
-334.260422,124,4.471849
-96.12964,68,4.650592
-115.800032,128,5.002188
-122.168452,64,5.176885
-136.090989,102,5.456364
-101.234691,128,5.849515
-116.577897,109,6.206681
-80.139599,70,6.424533
-100.782603,60,6.585446
-111.614655,75,6.793561
-130.79032,79,7.007275
-103.296811,76,7.212533
-296.90333,86,7.472125
66.593887,92,7.769017
-119.317955,89,8.01754
-303.838081,100,8.293868
-47.480419,60,8.45993
-328.251215,93,8.716442
-115.874228,67,8.900728
-124.013335,98,9.175495
-162.400896,114,9.526501
-287.866378,94,9.772689
-29.70943,133,10.111649
-252.836647,95,10.337787
-287.972794,93,10.579612
-82.009008,71,10.748808
-262.687141,126,11.051163
-78.557795,63,11.203205
-274.144437,107,11.464147
-125.051999,94,11.691924
-92.124445,56,11.829397
-82.853717,76,12.042278
-181.188024,102,12.326382
-179.80773,102,12.623856
-154.844479,128,12.999918
-333.16698,112,13.347889
-208.017131,120,13.696299
-127.792325,86,13.941027
-271.997399,102,14.275985
-312.392888,87,14.52752
-261.328635,113,14.859684
-256.664426,119,15.208212
-365.040159,92,15.506787
-248.489123,104,15.800813
-119.092731,90,16.032315
-131.348908,90,16.284618
-89.509867,63,16.459406
-135.943539,68,16.649259
-122.186595,90,16.900817
-110.902424,91,17.15466
-95.616854,113,17.494519
-102.160673,63,17.695438
-131.52896,145,18.114789
-177.782549,90,18.364656
-163.841573,71,18.561316
-178.494138,74,18.763945
-73.17638,62,18.932659
-106.686439,110,19.230658
-85.800789,64,19.412834
-85.664052,57,19.568868
-123.832024,60,19.737195
-307.309531,105,20.030098
-115.839116,67,20.216154
-118.449117,101,20.513677
-254.32054,117,20.792375
-135.781423,86,21.000839
-283.584895,88,21.270681
-125.638122,64,21.4508
-91.615657,62,21.623513
-108.867398,69,21.862132
-69.418565,60,22.029024
-122.377953,86,22.269115
-86.816323,71,22.453472
-104.034209,98,22.728983
-76.01358,66,22.919188
-121.637937,67,23.113444
-84.2505,61,23.289233
-186.197601,86,23.541007
-177.575971,75,23.767575
-345.773867,85,24.024598
-197.098837,111,24.344608
-161.023907,62,24.543481
-68.044963,65,24.727018
-130.902007,104,25.015152
-138.88501,101,25.301233
-351.218908,76,25.514995
-334.300381,129,25.881976
-229.606839,103,26.156854
-375.870069,95,26.455841
-337.08505,88,26.696671
-117.555136,102,26.997345
-233.41435,146,27.441713
-115.308426,73,27.642565
-132.40928,84,27.877148
37.836105,128,28.29578
-134.777743,81,28.546911
-240.952869,129,28.912408
-237.530196,78,29.130235
-421.038689,100,29.414508
-157.213328,87,29.656317
-86.308664,56,29.812375
-111.930601,115,30.135506
-132.005735,87,30.380065
-111.205109,80,30.605448
-318.87239,97,30.88245
-364.281915,92,31.151881
-94.332053,93,31.28416
-106.289191,78,31.3136
-112.86074,74,31.343518
-170.623696,87,31.376881
-94.270484,92,31.414621
-366.719108,81,31.674212
-149.871292,81,31.908971
-320.032812,92,32.214548
-389.750391,118,32.549576
