#{"t_start": 1629133939.8849165, "env_id": "LunarLander-v2"}
r,l,t
-141.062651,67,6.001314
-67.782128,87,6.390845
-197.924394,67,6.704395
-279.513276,105,7.023299
-130.254567,98,7.415478
-139.671071,123,7.849933
-114.52147,80,8.074638
-287.173673,108,8.378017
-105.935462,65,8.580722
-50.397679,109,8.965715
-81.335356,72,9.168061
-90.427692,122,9.533632
-369.530591,113,9.929549
-40.827016,95,10.213814
-350.604826,120,10.618366
-52.525234,106,10.932797
-374.401009,94,11.264331
-376.267335,97,11.560081
-170.584423,58,11.702596
-347.813715,112,11.997512
-5.601303,96,12.29344
-133.061643,70,12.546741
-75.89357,57,12.718771
-258.683468,102,13.021226
-189.813212,90,13.293864
-283.324033,85,13.553738
-31.733729,68,13.747811
-244.281714,117,14.078421
-320.099775,91,14.319707
-211.379237,88,14.534277
-202.643944,96,14.771514
-298.625246,115,15.098605
-332.354172,87,15.316643
-199.223628,83,15.510561
-87.576854,72,15.673866
-143.171857,94,15.888521
-77.114076,68,16.050693
-82.477941,77,16.268865
-166.11636,81,16.487816
-153.75829,73,16.675471
-291.800481,90,16.996031
-151.642148,120,17.36601
-110.206348,94,17.649759
-115.205743,84,17.882242
-180.713773,75,18.089893
-296.732868,120,18.484299
-66.287619,115,18.767131
4.152062,96,18.997388
-156.680549,104,19.31493
-220.387038,80,19.552331
-56.847937,108,19.860261
-124.777411,73,20.060765
15.006463,91,20.328464
-282.769865,114,20.653878
-234.633527,96,20.936672
-260.110118,110,21.253654
-28.491421,71,21.436589
-209.001743,78,21.660421
-122.089977,73,21.867421
-296.816133,101,22.15544
-91.890706,72,22.406931
-66.589904,66,22.598493
-81.748528,82,22.86009
-136.407397,106,23.184022
-138.485957,97,23.466964
-137.237061,102,23.74953
-103.661011,80,23.984833
-99.983701,77,24.201142
-211.430817,72,24.453497
-97.604858,73,24.663572
-184.453702,76,24.844954
-75.703937,62,25.02716
-178.028257,86,25.288553
-116.332419,79,25.509458
-153.050095,107,25.856095
-100.036246,118,26.257545
-185.591035,70,26.488757
-105.550728,77,26.751341
-116.221316,103,27.065326
-183.056015,113,27.385588
-143.930823,112,27.650963
-424.189117,110,27.905387
-82.842129,111,28.209943
-223.445657,105,28.52787
-21.0602,101,28.815594
-98.432383,86,29.061727
-135.641432,83,29.282282
-215.512369,125,29.608233
-152.645806,90,29.900666
-347.340739,135,30.350904
-105.952675,73,30.546583
-89.499734,79,30.752001
-163.369142,111,31.108528
-104.904451,61,31.310962
-95.295126,83,31.58133
-119.706564,158,32.032853
-180.473473,122,32.379517
-194.014582,94,32.629263
-123.287979,89,32.896295
-285.830002,145,33.336996
-456.546373,122,33.740446
-129.998536,136,34.210471
-168.712838,137,34.697669
-100.464865,82,34.943813
-81.79063,83,35.229387
-93.272259,89,35.551309
-2029.641386,260,35.911575
-626.417816,109,35.967446
-2965.863417,290,36.148884
-655.024107,101,36.193031
-956.66187,166,36.271754
-133.136036,115,36.594368
-200.64557,120,36.968434
-63.775082,82,37.2023
-351.142502,90,37.474655
-182.814955,126,37.859058
30.98222,102,38.192032
-132.332627,82,38.429254
-142.981502,130,38.81089
-170.754783,81,39.085773
-133.343573,61,39.256803
-223.178772,90,39.532574
-275.955007,92,39.787692
-54.692446,73,39.969357
-288.910285,91,40.258751
-258.564513,124,40.645377
-408.934268,135,41.082735
-280.34664,182,41.635575
-262.396635,80,41.916286
-301.604047,154,42.413236
-123.864936,125,42.869864
-94.626572,98,43.151972
-142.049884,151,43.544094
-420.844492,137,43.895519
-36.293851,74,44.114462
-384.317311,140,44.517614
-351.965305,148,44.962459
-98.173843,107,45.26997
-210.943928,108,45.579937
-261.531423,167,46.0745
-14.815576,86,46.324282
-306.183659,124,46.717758
-97.996557,158,47.170941
-203.229665,139,47.648373
-270.263626,126,48.049815
14.725874,179,48.655851
-103.624943,149,49.128798
-442.192755,148,49.595847
-562.772014,117,49.940245
-380.586447,187,50.672507
-305.745055,108,51.0584
-305.944019,106,51.392107
-288.430492,109,51.675219
-91.354912,88,51.961406
-259.038825,96,52.241221
-142.900921,114,52.578088
-449.670468,106,52.885008
-400.161779,129,53.278804
-226.023565,97,53.560502
-106.220656,149,54.016889
-475.228303,99,54.305245
-415.93572,117,54.67831
-175.794976,180,55.22499
-282.289127,188,55.768065
-348.761596,125,56.139566
-315.589545,113,56.480893
-560.233276,165,56.955918
-270.036858,97,57.233127
-121.2693,182,57.769844
-204.922405,73,57.978646
-406.554515,108,58.288581
-349.063413,89,58.542816
-759.057471,310,59.549468
-384.296495,154,60.04916
-256.856913,159,60.578624
-555.488884,140,60.954674
-80.647838,128,61.340688
-41.944812,132,61.760933
-246.175537,76,62.006927
-157.622164,425,63.432254
-60.392248,89,63.708857
-314.232698,114,64.07679
-279.415754,235,64.789797
-334.592103,76,65.00821
-350.37556,95,65.306955
-568.048696,207,65.923698
-63.75793,112,66.250442
-351.376048,119,66.606387
-418.34813,50,66.96449
-449.437204,54,66.986452
-770.789762,80,67.019972
-539.224463,60,67.044221
-748.847952,74,67.075018
-52.440363,109,67.42015
-463.159376,160,67.896904
-610.358502,87,68.161449
-390.305239,170,68.693545
-420.168194,92,69.008824
-276.659038,119,69.380129
-361.847148,168,69.888498
-440.512013,168,70.406511
-136.264591,68,70.61436
-68.617193,207,71.205853
-495.30229,116,71.570001
-559.373222,114,71.899805
-361.010259,104,72.19879
-380.943511,136,72.610131
-557.25551,69,72.815395
-541.2576,75,73.062251
-318.469495,57,73.228478
-240.750873,79,73.48661
-468.433689,62,73.666579
-371.115969,95,73.939444
-409.277935,62,74.103375
-350.555348,88,74.356364
-370.152902,66,74.529548
-562.584474,71,74.732622
-540.253242,81,74.966122
-316.80013,70,75.168424
-211.204985,57,75.335281
-499.448232,85,75.586056
-317.065535,70,75.789371
-487.676307,81,76.02448
-499.162771,92,76.313145
-423.550486,63,76.498512
-348.969032,67,76.689454
-473.466046,63,76.870177
-560.49369,90,77.13183
-410.519479,64,77.32275
-459.405521,80,77.576582
-396.828889,64,77.771434
-533.904798,101,78.072677
-476.229078,76,78.299199
-818.87822,106,78.582019
-416.439431,92,78.8168
-395.804349,68,78.993007
-410.07219,84,79.203557
-399.171156,72,79.425445
-409.069752,70,79.675256
-208.905688,64,79.879457
-448.16044,85,80.128702
-457.850235,92,80.398409
-344.601794,69,80.603792
-705.110667,90,80.864326
-312.932537,77,81.1136
-339.019647,84,81.343575
-422.361397,83,81.557272
-552.149184,81,81.800658
-322.395824,70,82.004328
-238.26138,75,82.219059
-465.534493,86,82.511716
-614.902238,86,82.774338
-510.319123,87,83.001607
-377.190843,64,83.184857
-435.72119,69,83.411525
-445.652307,73,83.631637
-229.565849,66,83.825788
-466.996216,72,84.034499
-528.042106,84,84.237524
-152.525992,64,84.388646
-260.864489,84,84.587964
-393.674405,65,84.749186
-386.327436,76,84.93425
-287.660583,65,85.10981
-479.650447,81,85.359027
-452.925444,80,85.596186
-501.218138,74,85.806341
-592.937458,74,86.047346
-230.159894,62,86.229584
-413.163114,75,86.473103
-447.167191,93,86.757878
-359.906181,57,86.922336
-205.350141,75,87.153149
-318.028352,73,87.371595
-530.122845,90,87.631732
-343.295441,57,87.835952
-464.719826,65,87.998563
-335.518732,57,88.139733
-631.065784,91,88.374575
-503.424668,92,88.606727
-464.937439,83,88.828151
-462.643253,67,88.996686
-394.457208,61,89.166002
-498.52176,91,89.437679
-624.79722,94,89.765752
-228.199371,55,89.981656
-320.63166,73,90.207782
-459.535818,86,90.414568
-212.312894,60,90.556556
-558.395095,73,90.739863
-465.871677,95,90.975137
-463.322362,71,91.15013
-458.073093,82,91.394338
-726.62177,97,91.705993
-432.014398,72,91.90129
-213.299862,64,92.095424
-576.360559,86,92.362883
-461.612942,93,92.664717
-434.375599,86,92.927827
-559.718211,94,93.228388
-395.369664,79,93.464068
-333.661376,58,93.670681
-609.003615,95,93.990914
-271.558508,63,94.221761
-365.429713,72,94.435476
-502.407236,71,94.64665
-506.405388,91,94.916239
-451.789997,85,95.165155
-313.240562,55,95.330024
