#{"t_start": 1629134399.221624, "env_id": "LunarLander-v2"}
r,l,t
-141.062651,67,7.341766
-67.782128,87,7.649142
-197.924394,67,7.842531
-270.528545,105,8.121994
-156.699242,98,8.397188
-139.671071,123,8.757702
-124.295862,79,8.984814
-104.588702,81,9.302917
-117.414861,136,9.736097
-191.749174,101,9.986634
-110.992961,57,10.145017
-334.252514,91,10.406234
-85.93573,76,10.597202
13.202076,135,10.984157
-442.262367,97,11.261078
-179.028522,86,11.532161
-126.001946,68,11.728022
-408.949949,81,11.979707
-63.618726,72,12.206282
-119.697245,82,12.417739
-153.696962,72,12.605999
-391.943758,93,12.856674
-180.957429,111,13.177079
-104.937405,70,13.376592
-18.394807,141,13.784942
-189.909444,78,14.018388
-199.866936,76,14.237825
-77.924429,86,14.49106
-188.54897,104,14.81069
-196.509222,105,15.136309
-176.876865,75,15.360059
-155.086869,64,15.563301
-367.029981,105,15.866011
-92.122627,73,16.083954
-145.573803,78,16.309444
-411.890023,99,16.605397
-98.218445,89,16.940309
-312.706233,91,17.26768
-164.744168,69,17.462076
-87.313789,76,17.719229
-102.41272,84,17.984746
-182.032389,109,18.326025
-85.927651,98,18.611827
-108.17502,101,18.939595
-74.94419,74,19.153443
-121.785635,84,19.37818
-70.005502,85,19.647808
-123.01673,55,19.833224
-181.84695,140,20.272796
-116.869878,84,20.513887
-135.519045,78,20.754714
-222.447207,63,20.935783
-114.210046,78,21.151469
-141.844943,103,21.450114
-60.385496,60,21.65042
-42.693521,70,21.83979
-146.510025,74,22.054234
-304.507676,75,22.276942
-116.373015,108,22.58065
55.118185,115,22.871299
-199.073509,91,23.174998
-100.449451,72,23.409129
-405.2026,110,23.74704
14.472125,80,23.975796
-294.694397,102,24.296998
-147.545725,83,24.543163
-123.704675,77,24.728795
-217.062787,74,24.959954
-107.535362,108,25.34288
-179.764541,119,25.689378
-229.100915,80,25.931153
-89.760672,86,26.139629
-8.604245,76,26.354387
-82.58919,84,26.593596
-97.893099,59,26.755163
-97.858709,100,27.053277
-266.309404,79,27.329859
-100.010372,119,27.708744
-87.990841,74,27.914553
-315.612113,115,28.262077
-183.628045,104,28.580768
5.229937,86,28.818043
-26.477054,115,29.135725
-177.776797,115,29.491956
-129.836374,126,29.917746
-67.08075,62,30.065528
-75.392995,59,30.221397
-237.434034,84,30.446864
-98.157201,91,30.702354
-121.804311,85,30.912138
-126.073753,108,31.226668
-119.649196,71,31.454876
-77.68765,74,31.684056
-144.096897,97,31.964578
-273.939376,85,32.209598
-174.259401,109,32.561145
-260.749743,81,32.810097
-64.87222,111,33.161044
-219.288929,109,33.483243
-119.767516,91,33.7415
-118.265251,88,33.990732
-82.485706,67,34.187106
-85.972007,122,34.568489
-153.568747,126,34.865055
-106.925501,87,35.071612
-160.226072,104,35.321691
-95.983079,103,35.567665
-64.467572,78,35.755692
-169.977873,119,36.062922
-135.179579,84,36.338989
-124.351867,124,36.732986
-104.349163,83,36.762215
-181.389074,201,36.852437
-36.934223,210,36.944927
-178.978,76,36.969527
-108.221222,106,37.355162
-148.689474,113,37.686883
-69.148256,99,37.998905
-211.24703,104,38.295416
-147.185618,122,38.659823
-114.244486,78,38.880082
-241.422004,100,39.179499
-149.240531,91,39.44205
-53.093339,124,39.830622
-138.23267,94,40.130433
-120.300523,89,40.406595
-179.133673,77,40.64764
-66.610601,109,41.008293
-74.147584,90,41.306803
-21.02115,127,41.707881
-189.004012,131,42.106821
-349.189432,167,42.603216
-88.971223,106,42.883811
-86.736339,83,43.108089
-124.890489,105,43.413974
-185.798249,149,43.874122
-125.313709,74,44.094517
-92.281126,115,44.428468
-68.827007,93,44.723792
-68.927606,66,44.910414
-42.081724,152,45.305344
-64.906093,83,45.522028
-44.65056,120,45.83235
-171.785106,124,46.175629
-190.516881,111,46.502323
21.696455,89,46.767545
-133.617957,98,47.065236
-75.362161,68,47.26489
-91.908211,117,47.600568
-57.296285,90,47.858378
-115.817779,94,48.11784
-91.406382,142,48.550263
-10.764878,110,48.851046
-79.84721,117,49.236303
-64.219596,146,49.699782
-33.000584,115,50.056499
-110.672794,102,50.389265
-362.939697,139,50.799063
-135.738081,90,51.076493
11.988187,161,51.604832
-125.04251,103,51.943528
-51.08752,112,52.341882
-6.367414,175,52.936492
-84.581455,77,53.192811
-49.646116,130,53.616756
-58.95428,102,53.879112
-164.93185,118,54.171236
-203.939839,120,54.475412
-101.630466,103,54.738183
-210.984617,110,55.047986
-78.215349,60,55.214867
-55.905188,62,55.391084
-352.832747,116,55.743951
-117.979097,108,56.095149
-111.482816,67,56.306894
-46.166655,78,56.562151
-73.289222,85,56.844028
-44.599676,98,57.178661
-70.806349,123,57.63527
-136.753185,114,58.012529
-162.457799,146,58.504823
-78.954714,58,58.709179
-314.821778,94,59.006951
-250.603824,92,59.257004
-85.12162,147,59.731481
-267.399498,107,60.050263
-181.659515,90,60.37805
-76.088645,137,60.8273
-98.513318,66,61.004544
-154.723621,121,61.305713
-31.813145,115,61.599679
-71.615937,76,61.831649
-114.854441,148,62.285019
-145.120381,103,62.661572
-47.454261,157,63.193371
-214.217353,125,63.563577
-108.545836,99,63.812868
-115.580142,91,64.055444
-73.714647,119,64.410578
-85.898015,56,64.572725
-96.512417,83,64.885377
-54.031845,179,65.433978
-39.023042,107,65.750483
-162.615776,149,66.212738
-25.049951,166,66.727181
-69.821336,76,66.990667
-52.083196,102,67.332641
-197.835009,145,67.54736
-174.979191,130,67.598586
-171.313423,139,67.653068
-364.446235,125,67.703077
-192.931129,147,67.764061
-82.699524,86,68.050085
-78.427731,115,68.39388
-68.88278,209,69.028038
-113.899052,111,69.36227
-83.730713,168,69.917813
-125.982459,130,70.299126
-92.384658,74,70.52065
10.322059,173,71.113208
-21.946797,118,71.501703
-86.096539,161,72.002072
-129.341571,104,72.291127
-52.630727,135,72.715066
-6.351758,179,73.299871
-2.860002,163,73.827204
-109.348107,159,74.383909
-125.337257,110,74.700966
-93.128633,138,75.171983
-91.584244,120,75.495782
-96.677466,136,75.936929
-7.955307,88,76.190569
-70.310819,100,76.529923
-26.419664,139,76.9813
-62.49786,191,77.645277
-82.145689,77,77.884679
-109.131885,156,78.330001
-48.810512,82,78.530617
-95.047104,140,78.880844
-64.342247,171,79.387559
26.778082,132,79.786507
-105.45591,87,80.038955
-66.833239,182,80.641143
-32.612377,147,81.082955
-61.105685,96,81.371459
19.525904,146,81.821025
47.105974,1000,85.457031
-113.155934,143,85.895701
-87.471046,126,86.28237
-42.923047,130,86.670388
-49.191327,115,87.035406
-20.85273,72,87.248718
-60.109342,141,87.69929
-41.242997,106,88.013714
-49.592477,123,88.381365
-7.348531,82,88.631637
-55.117016,205,89.309071
27.104935,169,89.891024
-22.698419,133,90.287844
-81.918577,97,90.574717
-23.991579,139,91.01218
-21.205886,169,91.525896
-59.541272,111,91.911653
-48.967926,184,92.490194
-87.661711,101,92.813407
-15.777773,75,93.033439
-102.500651,159,93.549686
-12.008583,178,94.129707
-65.208541,110,94.457053
14.784298,109,94.783896
-43.938122,188,95.360655
205.404788,803,98.079123
-116.763323,135,98.441474
-15.425193,122,98.752476
-471.525237,1000,100.484607
-485.759332,1000,101.456818
-539.463126,1000,102.485438
-477.982174,1000,103.817908
-500.960038,1000,105.735988
-23.851211,100,106.039561
9.318647,145,106.485216
-51.900993,488,108.271174
6.168688,151,108.762995
25.445303,155,109.277925
-51.577626,192,109.874805
-24.732912,121,110.26258
120.939866,1000,113.921858
-55.147382,457,115.281414
-65.628721,479,116.833404
-27.309169,133,117.233579
26.917913,191,117.847721
-8.489061,126,118.222027
-21.766426,93,118.505535
32.638153,115,118.832114
17.575168,306,119.842679
105.194419,1000,123.666374
4.982662,107,124.019762
-16.080093,77,124.281497
27.373823,127,124.700047
-36.967947,147,125.171387
39.61083,168,125.681236
-180.355098,137,126.109176
-75.776297,102,126.416662
-16.547237,99,126.736438
148.077762,1000,130.407139
-39.622124,99,130.706352
75.418081,1000,134.238046
179.763219,916,136.906401
-30.566266,180,137.472246
-174.375471,138,137.915665
-137.035309,330,139.649667
-55.764317,1000,140.650524
-139.808945,430,140.999501
-124.313962,140,141.064112
-114.596659,164,141.140138
-75.701432,121,141.527426
28.382008,129,141.986309
-18.982552,170,142.525441
-65.993909,69,142.73641
24.938464,1000,147.029545
259.513215,317,148.089218
-69.116567,134,148.527583
-91.84558,69,148.775453
186.726567,633,151.193015
159.593063,616,153.275881
-67.757755,346,154.43824
17.501789,92,154.72655
2.814784,110,155.086908
228.495899,554,156.878273
-29.610911,1000,160.624781
257.699746,621,162.778427
-32.521254,1000,166.86376
-101.645818,1000,170.642926
105.09967,478,172.280527
191.999757,271,173.162368
247.333356,173,173.68942
208.581431,326,174.76755
136.28103,646,177.175211
-36.193102,616,178.075372
-48.751287,260,178.207989
188.393738,557,178.70127
-70.618695,354,178.94279
-41.063806,306,179.114426
199.388837,661,181.516952
240.805568,621,183.846542
-33.205034,313,184.91696
-42.661128,296,185.765035
189.638549,259,186.451254
238.387113,384,187.660228
207.13014,405,188.999807
-13.330817,348,189.938689
200.937131,512,191.773538
154.733847,735,194.584964
159.837095,620,197.002576
76.283,949,200.456107
159.192735,973,204.151394
26.880616,245,204.880143
-45.250047,1000,208.800613
108.94981,631,211.288961
133.383256,853,214.438039
120.502454,745,215.930211
-88.701228,324,216.130667
84.724631,760,217.004905
202.249201,803,217.559712
-175.070256,719,218.19186
202.951902,478,219.792922
273.677644,230,220.52337
230.725663,383,221.735609
227.504413,287,222.684536
-27.300187,382,223.927328
191.460969,348,225.067804
-20.030974,195,225.686189
-13.145571,217,226.39151
246.677789,328,227.437868
-3.460457,274,228.305948
235.668477,426,229.752683
