#{"t_start": 1629135242.2259696, "env_id": "LunarLander-v2"}
r,l,t
-141.062651,67,7.744872
-67.782128,87,8.016796
-208.956107,68,8.231369
-100.141895,76,8.485385
-87.300376,68,8.679197
-135.371441,69,8.874523
-380.737436,94,9.138617
-111.664736,115,9.48499
-81.57057,137,9.939146
-104.499425,86,10.280693
-266.773129,115,10.675132
-49.440845,64,10.890848
-94.933421,86,11.134081
-217.396948,68,11.368819
-85.78704,70,11.65322
-77.894835,70,11.935254
-310.35943,111,12.345743
-73.7574,79,12.610933
-90.463844,126,13.017378
-375.889355,112,13.415065
-109.439083,92,13.742355
-235.732506,66,13.938332
-114.269891,83,14.193447
-116.775443,66,14.397492
-126.239356,115,14.715957
-423.73899,85,14.988183
-76.342018,70,15.214538
-85.400259,64,15.455449
-255.614492,126,15.892509
-262.429736,101,16.158959
-135.387843,94,16.500377
-117.202083,74,16.732934
-99.325953,60,16.906734
-116.400491,99,17.17751
-110.889372,94,17.50037
-79.008996,111,17.892471
-126.149723,93,18.162413
-105.625605,96,18.40448
-214.79082,99,18.644829
-203.653769,111,18.95599
-205.486131,92,19.223704
-92.433877,100,19.523753
-159.429143,140,19.958887
-92.284779,70,20.17286
-144.596994,84,20.433408
-95.79212,70,20.637194
-246.009046,100,20.90812
-172.966607,104,21.219921
-185.333965,73,21.449834
-150.9924,84,21.693321
-150.709175,89,21.953265
-209.985016,126,22.337038
-138.910537,98,22.636585
-80.535196,69,22.812415
-448.753576,102,23.139772
-474.900072,106,23.421176
-132.946624,89,23.719929
-257.949119,93,24.009125
-235.276778,85,24.279092
-136.111299,72,24.466428
-86.687457,91,24.784062
-126.667894,100,25.049385
-331.007341,118,25.416724
-24.958555,69,25.620876
-144.605564,114,25.965594
-279.75407,108,26.33982
-120.965168,109,26.730279
-87.435345,83,27.081996
-105.622493,81,27.343972
-264.077107,105,27.704756
-156.055352,69,27.924202
-166.91613,106,28.29084
-119.560425,74,28.561114
-71.032084,106,28.97101
-223.555946,110,29.345063
-65.119149,75,29.630949
-107.616866,92,29.939232
-123.42455,102,30.259615
-76.980795,118,30.657543
-260.850581,107,31.07426
-28.604874,68,31.292689
-156.66415,105,31.597564
-225.868499,123,31.937878
-232.700333,107,32.292034
-100.311515,70,32.483534
-157.696646,70,32.683509
-133.700511,112,33.045115
-81.972655,70,33.251771
-86.163668,79,33.509539
-256.704768,110,33.841628
-222.212887,120,34.197804
-348.021761,126,34.63258
-167.955502,103,34.90307
-370.872832,77,35.153699
-285.289137,116,35.504491
-114.168874,145,35.958193
-75.46774,110,36.356316
-262.811146,85,36.597942
1.360801,142,37.027537
-74.021581,101,37.310154
-170.477436,150,37.741734
-30.877923,80,37.994645
-182.853281,72,38.233576
-168.941581,106,38.576449
-107.7786,84,38.85304
-32.112794,90,39.10519
-602.401038,109,39.226734
