#{"t_start": 1629134592.8561718, "env_id": "LunarLander-v2"}
r,l,t
-141.062651,67,2.96601
-67.782128,87,3.211564
-197.924394,67,3.384386
-279.513276,105,3.6632
-123.633501,99,3.928205
-334.260422,124,4.251513
-96.12964,68,4.465875
-115.800032,128,4.83492
-122.168452,64,5.01972
-136.090989,102,5.308584
-101.234691,128,5.70513
-116.577897,109,6.011435
-80.139599,70,6.257118
-100.782603,60,6.455333
-111.614655,75,6.639592
-130.79032,79,6.84321
-103.296811,76,7.061356
-296.90333,86,7.316685
66.593887,92,7.580618
-119.317955,89,7.855382
-303.838081,100,8.203693
-47.480419,60,8.396243
-328.251215,93,8.672954
-115.874228,67,8.858711
-124.013335,98,9.151665
-162.400896,114,9.479275
-287.866378,94,9.758943
-29.70943,133,10.170223
-252.836647,95,10.444912
-287.972794,93,10.712388
-82.009008,71,10.882996
-262.687141,126,11.198084
-78.557795,63,11.356484
-274.144437,107,11.626713
-125.051999,94,11.862975
-92.124445,56,12.028783
-82.853717,76,12.247896
-181.188024,102,12.543507
-179.80773,102,12.838018
-154.844479,128,13.224804
-333.16698,112,13.522112
-208.017131,120,13.852233
-127.792325,86,14.13205
-271.997399,102,14.425733
-312.392888,87,14.681236
-261.328635,113,15.033193
-256.664426,119,15.392517
-365.040159,92,15.64395
-248.489123,104,15.957883
-119.092731,90,16.204712
-131.348908,90,16.477223
-89.509867,63,16.657003
-135.943539,68,16.891359
-122.186595,90,17.168178
-110.902424,91,17.417152
-95.616854,113,17.717244
-102.160673,63,17.899548
-131.52896,145,18.327008
-177.782549,90,18.584701
-163.841573,71,18.789206
-178.494138,74,19.007278
-73.17638,62,19.185854
-106.686439,110,19.503358
-85.800789,64,19.688612
-85.664052,57,19.852531
-123.832024,60,20.026663
-307.309531,105,20.331805
-115.839116,67,20.524183
-118.449117,101,20.831278
-254.32054,117,21.215915
-135.781423,86,21.498547
-283.584895,88,21.749832
-125.638122,64,21.932851
-91.615657,62,22.110162
-108.867398,69,22.307096
-69.418565,60,22.479761
-122.377953,86,22.739562
-86.816323,71,22.95471
-104.034209,98,23.230214
-76.01358,66,23.409913
-121.637937,67,23.572889
-84.2505,61,23.721244
-186.197601,86,23.949679
-177.575971,75,24.153685
-345.773867,85,24.396359
-197.098837,111,24.716834
-161.023907,62,24.90284
-68.044963,65,25.100696
-130.902007,104,25.420165
-138.88501,101,25.738098
-351.218908,76,25.956088
-334.300381,129,26.325593
-229.606839,103,26.588183
-375.870069,95,26.864227
-337.08505,88,27.114309
-117.555136,102,27.441042
-233.41435,146,27.865102
-115.308426,73,28.05079
-132.40928,84,28.291533
37.836105,128,28.65993
-134.777743,81,28.894065
-240.952869,129,29.263494
-237.530196,78,29.482212
-421.038689,100,29.769916
-157.213328,87,30.019437
-86.308664,56,30.185294
-111.930601,115,30.514295
-132.005735,87,30.762354
-111.205109,80,30.989562
-318.87239,97,31.26893
-364.281915,92,31.536494
-9.535829,90,31.665504
-164.664008,66,31.686965
-109.76915,55,31.704563
-149.011461,63,31.725365
-283.327715,58,31.746216
-282.304089,110,32.08075
-331.203731,89,32.357039
-151.284175,111,32.702614
-490.975655,114,33.031498
-83.290506,74,33.246448
-104.459661,73,33.456584
-473.78887,106,33.784542
-62.996004,140,34.290814
-580.017797,113,34.639417
-80.40689,95,34.95114
-485.977241,84,35.234325
-190.144483,160,35.775136
-132.011734,80,36.017853
-130.219948,61,36.205844
-145.115547,69,36.392148
-119.581389,90,36.6304
-142.238783,73,36.849441
-147.579282,60,37.033869
-147.65898,61,37.207927
-143.263975,71,37.458117
-136.138338,54,37.621151
-130.16389,81,37.835278
-100.38735,53,38.016474
-117.028289,52,38.174015
-157.34685,66,38.377892
-167.280965,83,38.672991
-106.111919,51,38.827715
-123.120388,59,39.008928
-18.344704,111,39.352879
-72.017352,1000,43.226902
83.368484,888,46.843861
-132.500338,742,49.562144
-22.637358,1000,54.146768
205.954701,704,56.664228
78.906825,1000,60.629057
135.135424,1000,64.357016
175.761562,477,66.097128
-17.387737,355,69.145067
250.32127,572,69.564189
100.122989,1000,70.575217
211.295216,596,71.209614
142.14134,1000,72.330852
85.142989,1000,76.269099
122.994348,1000,80.000199
255.671116,424,81.432312
-35.435747,294,82.508089
60.220145,1000,86.676496
191.444576,451,88.188469
166.226523,334,89.383054
53.931249,1000,93.19963
28.17255,142,93.659697
216.096307,310,94.756387
54.931617,122,95.159052
-20.252378,228,95.894309
-13.46532,144,96.349858
37.994142,178,96.901757
57.830868,157,97.434939
52.46475,220,98.15693
-8.488805,182,98.767357
-0.661795,125,99.15819
30.71723,170,99.673927
28.230183,151,100.1504
24.026179,179,100.759594
25.147677,140,101.20439
-34.929945,151,101.683454
-37.570956,186,102.274053
79.642026,147,102.734427
22.905886,214,103.405822
56.552409,158,103.834322
65.914833,159,104.279069
60.107036,176,104.764081
47.095826,198,105.31096
-38.308211,207,105.992074
52.771012,208,106.684646
22.96672,232,107.401139
5.576466,250,107.576188
36.338464,247,107.708792
72.006621,286,107.872502
34.645171,230,107.993567
61.346028,221,108.114008
224.415982,354,109.344875
-53.669567,208,109.98017
-82.452388,227,110.685745
-25.854924,210,111.356984
198.969053,395,112.703183
-39.722052,229,113.416567
64.956,158,113.928843
44.439033,155,114.417521
-92.672754,194,115.05727
41.998654,135,115.535491
31.878662,223,116.273648
65.664986,136,116.683865
9.838854,162,117.178291
1.18183,162,117.631727
11.672037,170,118.219066
26.069455,203,118.864526
28.528551,206,119.54535
-27.467762,173,120.101861
3.367806,142,120.492017
32.553909,177,121.050373
7.245544,142,121.506893
34.17893,166,122.054386
-8.14451,150,122.550798
60.182107,179,123.085289
10.540273,231,123.811443
-0.763062,146,124.265247
-0.765203,130,124.683023
32.544197,123,125.108343
34.429547,121,125.484459
36.160583,204,126.120369
212.987453,726,129.168947
44.597455,222,129.87667
27.691613,155,130.363272
